name,full_name,short_name,image,height,weight,positions,date_of_birth,transfer_value,wage,preferred_foot,club_name,club_logo,club_kit_number,club_joined,club_contract_valid_until,country_flag,fc_profile_id,fc_club_id,total_apps,starting_apps,sub_apps,mins_played,motm,rating,red,yellow,goals,assists,shots_per_game,dribbles_per_game,fouled_per_game,offside_per_game,possession_lost_per_game,bad_touch_per_game,key_passes_per_game,passes_per_game,pass_accuracy,cross_per_game,long_pass_per_game,through_pass_per_game,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,own_goals
Cheick Doucouré,Cheick Oumar Doucouré,C. Doucouré,https://cdn.futbin.com/content/fifa24/img/players/242619.png,180,161,"CDM,CM",2000-01-08,€19.5M,€34K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,28,2022-07-11,2026,https://cdn.sofifa.net/flags/ml.png,242619.0,1799,10,10,0,868,0,6.87,0,2,0,0,0.6,0.9,0.1,0,0.8,1.6,0.8,38,86.8,0,0.6,0.1,3.3,1.9,0.9,0.9,1.1,0.2,0
Odsonne Édouard,Odsonne Édouard,Odsonne Édouard,,0,0,,,,,,Crystal Palace,,,,,,,,11,11,0,949,0,6.85,0,2,5,0,2.8,0.8,0.9,0.5,1.4,2.5,0.8,15,70.3,0.1,0.1,0,1.3,0.3,1.4,1,0.8,0,0
Marc Guéhi,Addji Keaninkin Marc-Israel Guéhi,M. Guéhi,https://cdn.futbin.com/content/fifa24/img/players/241159.png,182,181,CB,2000-07-13,€26.5M,€34K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,6,2021-07-18,2026,https://cdn.sofifa.net/flags/gb-eng.png,241159.0,1799,11,11,0,990,0,6.78,0,1,0,0,0.5,0.5,1.4,0,0.2,0.4,0.2,61,89.7,0,4.4,0,1.3,0.8,0.7,4.9,0.6,1.1,0
Tyrick Mitchell,Tyrick Mitchell,T. Mitchell,https://cdn.futbin.com/content/fifa24/img/players/240947.png,175,146,LB,1999-09-01,€10.5M,€29K,left,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,3,2017-07-01,2025,https://cdn.sofifa.net/flags/gb-eng.png,240947.0,1799,12,12,0,1060,0,6.74,0,2,1,1,0.3,0.4,0.3,0,0.6,1.1,0.5,36.4,76,0.5,0.8,0,2.2,0.8,0.6,2.8,0.6,0.4,0
Will Hughes,Will Hughes,W. Hughes,https://cdn.futbin.com/content/fifa24/img/players/206516.png,185,163,"CM,CDM",1995-04-17,€4.2M,€34K,left,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,19,2021-08-28,2024,https://cdn.sofifa.net/flags/gb-eng.png,206516.0,1799,9,8,1,680,0,6.58,0,2,0,0,0.3,0.6,0.8,0,1.9,0.9,1,33.6,86.8,0.6,0.3,0,2.1,0.6,1.1,1.4,0.9,0.6,0
Jeffrey Schlupp,Jeffrey Schlupp,J. Schlupp,https://cdn.futbin.com/content/fifa24/img/players/200759.png,178,159,"LM,CDM,CM",1992-12-23,€7M,€37K,left,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,15,2017-01-13,2024,https://cdn.sofifa.net/flags/gh.png,200759.0,1799,11,11,0,767,0,6.57,0,0,1,0,0.7,0.7,0.8,0,1.1,2.5,1,15.7,73.4,0,0.2,0,1.5,0.3,1,0.7,0.2,0.1,0
Sam Johnstone,Sam Johnstone,S. Johnstone,https://cdn.futbin.com/content/fifa24/img/players/206075.png,193,187,GK,1993-03-25,€5M,€28K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,1,2022-07-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,206075.0,1799,12,12,0,1080,2,6.56,0,0,0,0,0,0,0,0,0,0,0,25.1,60.8,0,6.6,0,0,0,0.1,0.7,0,0,0
Joel Ward,Joel Ward,J. Ward,https://cdn.futbin.com/content/fifa24/img/players/186392.png,188,183,RB,1989-10-29,€2.2M,€30K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,2,2012-05-28,2024,https://cdn.sofifa.net/flags/gb-eng.png,186392.0,1799,11,11,0,963,0,6.50,0,3,0,0,0.7,0.5,0.4,0,0.2,0.5,0.2,34.3,78.2,0.2,0.9,0,2.4,0.6,0.9,2.9,0.9,0.3,1
Jairo Riedewald,Jairo Riedewald,Jairo Riedewald,,0,0,,,,,,Crystal Palace,,,,,,,,2,1,1,87,0,6.38,0,0,0,0,0,0.5,0,0,0.5,1,0,20,80,0,0.5,0,1.5,1,1,0,0.5,0,0
Jean-Philippe Mateta,Jean-Philippe Mateta,J. Mateta,https://cdn.futbin.com/content/fifa24/img/players/236461.png,192,194,ST,1997-06-28,€7M,€39K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,14,2022-01-31,2026,https://cdn.sofifa.net/flags/fr.png,236461.0,1799,9,3,6,382,0,6.31,0,1,0,3,0.4,0.3,0.3,0.2,2,1.9,0.7,7.3,68.2,0,0,0.1,0.4,0.1,0.6,0.3,0,0,0
Jesurun Rak-Sakyi,Jesurun Rak-Sakyi,J. Rak-Sakyi,https://cdn.futbin.com/content/fifa24/img/players/264035.png,178,161,RW,2002-10-05,€4.1M,€20K,left,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,49,2021-04-12,2027,https://cdn.sofifa.net/flags/gb-eng.png,264035.0,1799,6,0,6,133,0,6.31,0,0,0,0,0.8,0.7,0.8,0,0.5,0.7,0.3,7.8,78.7,0,0.2,0,0.7,0.5,0.2,0.2,0.2,0,0
Nathaniel Clyne,Nathaniel Edwin Clyne,N. Clyne,https://cdn.futbin.com/content/fifa24/img/players/190456.png,175,148,RB,1991-04-05,€2.9M,€30K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,17,2020-10-14,2024,https://cdn.sofifa.net/flags/gb-eng.png,190456.0,1799,3,1,2,130,0,6.29,0,0,0,0,0.3,0,0,0,0,0.3,0,14.3,79.1,0,0.3,0,0.7,0,0.3,1.3,0.3,0,0
Michael Olise,Michael Olise,M. Olise,https://cdn.futbin.com/content/fifa24/img/players/247827.png,189,161,RW,2001-12-12,€22.5M,€35K,left,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,7,2021-07-08,2027,https://cdn.sofifa.net/flags/fr.png,247827.0,1799,1,0,1,23,0,6.26,0,0,0,0,2,1,2,0,0,1,0,12,66.7,0,0,0,0,1,0,0,1,0,0
Matheus França,Matheus França de Oliveira,Matheus França,https://cdn.futbin.com/content/fifa24/img/players/265420.png,184,148,"CAM,LM,RM",2004-04-01,€3.1M,€9K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,11,2023-08-05,2028,https://cdn.sofifa.net/flags/br.png,265420.0,1799,2,0,2,31,0,6.23,0,0,0,0,1,0,0,0,0,0,2,6.5,53.8,1,0,0,0,0,0,0,0,0,0
David Ozoh,David Ozoh,D. Ozoh,https://cdn.futbin.com/content/fifa24/img/players/273693.png,189,150,"CDM,CM",2005-05-06,€425K,€2K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,77,2022-07-11,2024,https://cdn.sofifa.net/flags/gb-eng.png,273693.0,1799,1,0,1,3,0,6.17,0,0,0,0,0,0,0,0,0,0,0,6,83.3,0,0,0,1,0,0,0,0,0,0
Naouirou Ahamada,Naouirou Ahamada,N. Ahamada,https://cdn.futbin.com/content/fifa24/img/players/259205.png,183,161,CM,2002-03-29,€3.6M,€15K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,29,2023-01-31,2026,https://cdn.sofifa.net/flags/fr.png,259205.0,1799,6,0,6,77,0,6.16,0,0,0,0,0,0.3,0.3,0,0.2,0.2,0,6.7,82.5,0,0.2,0,0.3,0.2,0.3,0,0.3,0,0
Chris Richards,Christopher Jeffrey Richards,C. Richards,https://cdn.futbin.com/content/fifa24/img/players/250954.png,188,192,CB,2000-03-28,€6M,€26K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,26,2022-07-27,2027,https://cdn.sofifa.net/flags/us.png,250954.0,1799,4,1,3,112,0,6.08,0,0,0,0,0,0,0.3,0,0,0,0,6.8,77.8,0,0.5,0,0.3,0.5,0.3,2,0,0.5,0
James Tomkins,James Tomkins,J. Tomkins,https://cdn.futbin.com/content/fifa24/img/players/173546.png,192,163,CB,1989-03-29,€750K,€25K,right,Crystal Palace,https://cdn.sofifa.net/meta/team/51/60.png,5,2016-07-05,2024,https://cdn.sofifa.net/flags/gb-eng.png,173546.0,1799,1,0,1,1,0,6.00,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
Vitalii Mykolenko,Vitalii Mykolenko,Vitalii Mykolenko,,0,0,,,,,,Everton,,,,,,,,8,8,0,718,1,7.31,0,1,2,0,1.1,0.8,0,0,0.5,1.1,0.5,31.4,73.7,0.4,1.8,0,4,1.8,1.3,3.3,1.4,0.4,0
Dwight McNeil,Dwight McNeil,D. McNeil,https://cdn.futbin.com/content/fifa24/img/players/243282.png,183,154,"LM,RM",1999-11-22,€11.5M,€33K,left,Everton,https://cdn.sofifa.net/meta/team/13/60.png,7,2022-07-28,2027,https://cdn.sofifa.net/flags/gb-eng.png,243282.0,7,9,8,1,684,1,7.01,0,0,0,1,1.8,1,0.8,0.1,1.8,1.4,1.6,22.9,78.2,1.7,0.4,0.1,1.9,0.7,0.6,0.9,1.1,0.2,0
James Tarkowski,James Tarkowski,J. Tarkowski,https://cdn.futbin.com/content/fifa24/img/players/202695.png,188,179,CB,1992-11-19,€14.5M,€43K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,6,2022-07-02,2026,https://cdn.sofifa.net/flags/gb-eng.png,202695.0,7,12,12,0,1080,1,7.00,0,2,1,1,0.8,0.4,0.4,0,0.4,0.1,0.7,39.5,77.6,0.1,5.2,0,1.3,1.5,1,3.7,0.4,1.7,0
James Garner,James David Garner,J. Garner,https://cdn.futbin.com/content/fifa24/img/players/243657.png,182,176,"CDM,CM,RM",2001-03-13,€6.5M,€24K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,37,2022-09-01,2026,https://cdn.sofifa.net/flags/gb-eng.png,243657.0,7,12,11,1,978,0,6.90,0,2,1,1,1.3,0.6,1.3,0.1,0.4,1.2,1.1,26.2,79.6,0.8,1.1,0.2,2.6,0.7,1.1,1.2,1.2,0.3,0
Jarrad Branthwaite,Jarrad Branthwaite,J. Branthwaite,https://cdn.futbin.com/content/fifa24/img/players/247649.png,195,163,CB,2002-06-27,€5.5M,€18K,left,Everton,https://cdn.sofifa.net/meta/team/13/60.png,32,2020-01-13,2025,https://cdn.sofifa.net/flags/gb-eng.png,247649.0,7,10,10,0,900,0,6.88,0,4,0,0,0.3,0.1,0.4,0.1,0,0.2,0.2,37.9,78.9,0.1,2.2,0,2.1,1.7,1.6,5.1,0.4,1,0
Jack Harrison,Jack Harrison,J. Harrison,https://cdn.futbin.com/content/fifa24/img/players/232080.png,175,154,"LM,RM",1996-11-20,€9M,€42K,left,Everton,https://cdn.sofifa.net/meta/team/13/60.png,11,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-eng.png,232080.0,7,6,5,1,439,0,6.86,0,0,1,3,1,0.7,1.5,0,1.3,3,1,13.5,66.7,0.7,0.2,0,1.5,0.3,1,1.2,1,0,0
Amadou Onana,Amadou Zeund Georges Ba Mvom Onana,A. Onana,https://cdn.futbin.com/content/fifa24/img/players/257057.png,192,168,"CDM,CM",2001-08-16,€14.5M,€25K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,8,2022-08-09,2027,https://cdn.sofifa.net/flags/be.png,257057.0,7,11,11,0,924,0,6.85,0,1,0,0,1.3,0.4,2.1,0.1,0.3,0.9,0.7,40.7,85,0,2.5,0.2,2.5,0.5,1.3,0.9,0.8,0,0
Abdoulaye Doucouré,Abdoulaye Doucouré,A. Doucouré,https://cdn.futbin.com/content/fifa24/img/players/208135.png,184,168,CM,1993-01-01,€10M,€40K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,16,2020-09-08,2024,https://cdn.sofifa.net/flags/ml.png,208135.0,7,12,12,0,1040,0,6.83,0,3,4,0,1.7,1.2,0.2,0.3,1,2.9,1.3,29.6,82.3,0.1,0.6,0.1,1.5,0.7,1.8,0.6,0.9,0,0
Dominic Calvert-Lewin,Dominic Calvert-Lewin,D. Calvert-Lewin,https://cdn.futbin.com/content/fifa24/img/players/221479.png,187,157,ST,1997-03-16,€14M,€44K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,9,2016-08-31,2025,https://cdn.sofifa.net/flags/gb-eng.png,221479.0,7,9,7,2,579,1,6.79,0,0,3,0,1.7,0.6,0.2,0.3,1,2.4,0.4,13.7,52,0,0.2,0,0.1,0.1,0.9,0.7,0.2,0.1,0
Idrissa Gueye,Idrissa Gana Gueye,I. Gueye,https://cdn.futbin.com/content/fifa24/img/players/193474.png,174,146,"CDM,CM",1989-09-26,€5M,€37K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,27,2022-09-01,2024,https://cdn.sofifa.net/flags/sn.png,193474.0,7,9,8,1,677,0,6.62,0,2,1,0,0.8,0.7,1.3,0,1,0.6,0.7,34.2,87,0.1,0.6,0.1,2.3,0.6,1.1,0.9,0.7,0.1,0
Alex Iwobi,Alex Iwobi,A. Iwobi,https://cdn.futbin.com/content/fifa24/img/players/213655.png,185,165,"RM,CM",1996-05-03,€8M,€66K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,22,2023-09-01,2028,https://cdn.sofifa.net/flags/ng.png,213655.0,144,2,2,0,140,0,6.55,0,0,0,0,2,1.5,0,1.5,0.5,1.5,2,15,76.7,1.5,2,0,1,0.5,0,0,0.5,0,0
Beto,Norberto Bercique Gomes Betuncal,Beto,https://cdn.futbin.com/content/fifa24/img/players/251892.png,194,194,ST,1998-01-31,€33M,€56K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,14,2023-08-29,2027,https://cdn.sofifa.net/flags/pt.png,251892.0,7,8,3,5,300,1,6.51,0,0,0,0,1.9,1.1,0.6,0.1,1,2,0.6,8,56.3,0,0.1,0.1,0.9,0,0.9,0.6,0.3,0,0
Jordan Pickford,Jordan Pickford,J. Pickford,https://cdn.futbin.com/content/fifa24/img/players/204935.png,185,170,GK,1994-03-07,€25M,€45K,left,Everton,https://cdn.sofifa.net/meta/team/13/60.png,1,2017-06-15,2027,https://cdn.sofifa.net/flags/gb-eng.png,204935.0,7,12,12,0,1080,0,6.49,0,2,0,0,0,0,0.2,0,0,0,0.3,34.2,56.6,0,9,0,0,0,0.1,0.8,0,0,1
Nathan Patterson,Nathan Kenneth Patterson,N. Patterson,https://cdn.futbin.com/content/fifa24/img/players/257896.png,183,176,"RB,RWB",2001-10-16,€5M,€18K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,2,2022-01-04,2027,https://cdn.sofifa.net/flags/gb-sct.png,257896.0,7,11,5,6,524,0,6.42,0,1,0,1,0.4,0.2,0.2,0,0.3,0.8,0.5,21.8,74.6,0.4,1.5,0.1,1.6,0.5,0.5,1.2,1.1,0.2,0
Lewis Dobbin,Lewis Norman Dobbin,L. Dobbin,https://cdn.futbin.com/content/fifa24/img/players/264039.png,181,157,"LM,ST",2003-01-03,€1.3M,€6K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,61,2020-01-09,2025,https://cdn.sofifa.net/flags/gb-eng.png,264039.0,7,3,1,2,118,0,6.32,0,0,0,0,0.3,1.7,1.3,0,0.7,2,0.3,8,79.2,0,0,0,0.7,0.3,0.3,0,1,0,0
Arnaut Danjuma,Arnaut Danjuma Adam Groeneveld,A. Danjuma,https://cdn.futbin.com/content/fifa24/img/players/236276.png,178,163,"ST,LM",1997-01-31,€31M,€45K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,10,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/nl.png,236276.0,7,8,3,5,369,0,6.26,0,0,1,0,2,0.8,0.6,0.3,0.8,0.8,0.4,10.3,76.8,0,0.1,0,0.3,0.3,0.3,0,0.1,0,0
Ashley Young,Ashley Young,Ashley Young,,0,0,,,,,,Everton,,,,,,,,11,11,0,922,0,6.16,1,3,0,0,0.4,0.3,0.7,0,0.3,0.2,0.8,33.5,71.8,1.3,1.6,0,1.5,0.8,0.8,1.6,1.2,0.3,1
Ben Godfrey,Ben Godfrey,B. Godfrey,https://cdn.futbin.com/content/fifa24/img/players/225793.png,183,174,"CB,LB,RB",1998-01-15,€6M,€31K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,22,2020-10-05,2025,https://cdn.sofifa.net/flags/gb-eng.png,225793.0,7,1,0,1,1,0,6.00,0,0,0,0,0,0,0,0,0,0,0,3,66.7,0,1,0,0,0,1,0,0,0,0
Thomas Cannon,Thomas Cannon,Thomas Cannon,,0,0,,,,,,Everton,,,,,,,,1,0,1,1,0,6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Onyango,Tyler Onyango,T. Onyango,https://cdn.futbin.com/content/fifa24/img/players/263168.png,196,165,"CM,CAM",2003-03-04,€600K,€5K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,62,2020-07-01,2025,https://cdn.sofifa.net/flags/gb-eng.png,263168.0,7,1,0,1,1,0,6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal Maupay,Neal Maupay,N. Maupay,https://cdn.futbin.com/content/fifa24/img/players/211784.png,173,152,ST,1996-08-14,€5M,€36K,right,Brentford,https://cdn.sofifa.net/meta/team/236/60.png,7,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/fr.png,211784.0,1925,2,1,1,112,0,5.99,0,0,0,0,2.5,0,0,1,1.5,3,0.5,13,84.6,0,0.5,0,0,0,0.5,0.5,0.5,0,0
Youssef Chermiti,Youssef Ramalho Chermiti,Y. Chermiti,https://cdn.futbin.com/content/fifa24/img/players/270866.png,192,179,ST,2004-05-24,€5M,€18K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,28,2023-08-11,2027,https://cdn.sofifa.net/flags/pt.png,270866.0,7,5,0,5,30,0,5.96,0,1,0,0,0.2,0,0.2,0.2,0.4,0.8,0,2,70,0,0,0,0,0,0.2,0,0,0,0
Michael Keane,Michael Keane,M. Keane,https://cdn.futbin.com/content/fifa24/img/players/207599.png,191,181,CB,1993-01-11,€8.5M,€37K,right,Everton,https://cdn.sofifa.net/meta/team/13/60.png,5,2017-07-03,2025,https://cdn.sofifa.net/flags/gb-eng.png,207599.0,7,4,2,2,226,0,5.94,0,1,0,0,0.5,0,0,0,0.3,0.3,0,28.3,81.4,0,3,0,1,1,0.5,1.8,0.5,0.5,0
João Palhinha,João Palhinha,João Palhinha,,0,0,,,,,,Fulham,,,,,,,,10,9,1,825,2,7.06,0,5,2,0,1.2,0.3,2.1,0.1,1.1,0.9,0.2,39.5,83.5,0,3.1,0,5.2,1.7,1.7,1.6,2.2,0.2,0
Aleksandar Mitrovic,Aleksandar Mitrovic,Aleksandar Mitrovic,,0,0,,,,,,Fulham,,,,,,,,1,0,1,32,0,6.95,0,0,0,0,2,3,0,0,0,0,0,8,50,0,1,0,0,0,0,0,0,0,0
Bernd Leno,Bernd Leno,B. Leno,https://cdn.futbin.com/content/fifa24/img/players/192563.png,189,183,GK,1992-03-04,€13.5M,€70K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,17,2022-08-02,2025,https://cdn.sofifa.net/flags/de.png,192563.0,144,12,12,0,1080,1,6.72,0,0,0,0,0,0,0.3,0,0,0,0,36.8,79.6,0,5.5,0,0,0,0,0.4,0,0,0
Antonee Robinson,Antonee Robinson,A. Robinson,https://cdn.futbin.com/content/fifa24/img/players/229348.png,182,154,"LB,LWB",1997-08-08,€8M,€58K,left,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,33,2020-08-20,2024,https://cdn.sofifa.net/flags/us.png,229348.0,144,11,11,0,990,0,6.72,0,4,0,1,0.2,1.2,0.9,0.2,0.6,1.5,0.8,41,76.7,0.7,2.5,0,2.3,2.1,1.5,2.4,1.5,0.1,2
Kenny Tete,Kenny Joelle Tete,K. Tete,https://cdn.futbin.com/content/fifa24/img/players/216266.png,180,157,RB,1995-10-09,€8M,€60K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,2,2020-09-10,2024,https://cdn.sofifa.net/flags/nl.png,216266.0,144,5,5,0,429,0,6.60,0,2,0,0,0.2,1,1.2,0,0.6,0.6,0.2,43.4,83.9,0.8,1.2,0,1.8,1.4,1.4,3.2,0.4,0.2,0
Willian,Willian Borges da Silva,Willian,https://cdn.futbin.com/content/fifa24/img/players/180403.png,175,170,"LM,RM",1988-08-09,€4.9M,€71K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,20,2022-09-01,2024,https://cdn.sofifa.net/flags/br.png,180403.0,144,11,9,2,780,1,6.58,0,1,1,0,1.8,1.1,1.1,0.1,1.1,1.5,1.3,30.1,84,0.4,2,0.1,0.4,0.4,0.5,0.3,0.7,0,0
Timothy Castagne,Timothy Castagne,T. Castagne,https://cdn.futbin.com/content/fifa24/img/players/222501.png,185,176,"RB,LB,RW",1995-12-05,€11M,€65K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,21,2023-08-29,2027,https://cdn.sofifa.net/flags/be.png,222501.0,144,9,8,1,737,0,6.57,0,1,0,0,0.4,0.8,0.3,0,0.3,0.8,0.4,44.4,82.3,0.3,2,0,1.9,1.4,1.1,1.3,0.7,0.3,0
Andreas Pereira,Andreas Hugo Hoelgebaum Pereira,Andreas Pereira,https://cdn.futbin.com/content/fifa24/img/players/208450.png,177,154,CAM,1996-01-01,€12M,€71K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,18,2022-07-11,2026,https://cdn.sofifa.net/flags/br.png,208450.0,144,12,10,2,787,0,6.49,0,2,1,1,0.9,0.5,0.5,0.1,1.2,1.2,1.8,20.8,77.2,1.2,1.6,0.1,0.5,0.1,0.7,0.4,0.7,0.1,0
Issa Diop,Issa Diop,I. Diop,https://cdn.futbin.com/content/fifa24/img/players/231633.png,194,203,CB,1997-01-09,€16.5M,€69K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,31,2022-08-10,2027,https://cdn.sofifa.net/flags/fr.png,231633.0,144,8,8,0,701,0,6.49,0,2,0,0,0.4,0,0.5,0,0.4,0.1,0,75.3,90.4,0,2.9,0.1,1.4,0.9,1,4.5,0.3,0.5,0
Alex Iwobi,Alex Iwobi,A. Iwobi,https://cdn.futbin.com/content/fifa24/img/players/213655.png,185,165,"RM,CM",1996-05-03,€8M,€66K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,22,2023-09-01,2028,https://cdn.sofifa.net/flags/ng.png,213655.0,144,8,4,4,465,0,6.48,0,2,0,0,1.5,1.4,0.1,0.3,1.1,1.5,1,27.8,86,0,1.1,0.3,1,0.6,0.3,0.1,0.5,0,0
Harry Wilson,Harry Wilson,H. Wilson,https://cdn.futbin.com/content/fifa24/img/players/220710.png,173,154,"RM,RW",1997-03-22,€6.5M,€63K,left,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,8,2021-07-24,2026,https://cdn.sofifa.net/flags/gb-wls.png,220710.0,144,12,7,5,685,0,6.42,0,2,0,1,1.3,0.6,1.6,0.2,0.5,1.4,0.7,20.3,82.7,0.3,0.8,0.2,0.8,0.3,0.8,0,0.3,0,0
Bobby De Cordova-Reid,Bobby De Cordova-Reid,B. De Cordova-Reid,https://cdn.futbin.com/content/fifa24/img/players/203502.png,170,150,"RM,LM",1993-02-02,€7M,€66K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,14,2020-01-24,2024,https://cdn.sofifa.net/flags/jm.png,203502.0,144,11,8,3,615,0,6.36,0,1,2,0,1.2,0.3,0.9,0.1,0.4,1.4,0.3,15.8,78.7,0,0.3,0.1,1.2,0,0.6,0.5,0.3,0.1,0
Raúl Jiménez,Raúl Alonso Jiménez Rodríguez,R. Jiménez,https://cdn.futbin.com/content/fifa24/img/players/204838.png,188,179,ST,1991-05-05,€6M,€72K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,7,2023-07-25,2025,https://cdn.sofifa.net/flags/mx.png,204838.0,144,11,9,2,687,0,6.35,0,2,1,0,1.4,0.3,0.7,0.6,1.5,1.5,0.5,14.5,64.2,0,0.3,0,0.6,0,0.6,0.6,0.6,0.2,0
Tim Ream,Timothy Michael Ream,T. Ream,https://cdn.futbin.com/content/fifa24/img/players/198261.png,185,176,CB,1987-10-05,€800K,€35K,left,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,13,2015-08-20,2024,https://cdn.sofifa.net/flags/us.png,198261.0,144,11,11,0,964,0,6.35,1,1,1,0,0.1,0.3,0.2,0,0.3,0.4,0,66,88.4,0,4.7,0,1.3,1.5,0.5,3.2,0.5,0.4,0
Tosin Adarabioyo,Oluwatosin Adarabioyo,T. Adarabioyo,https://cdn.futbin.com/content/fifa24/img/players/222104.png,196,176,CB,1997-09-24,€14M,€62K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,4,2020-10-05,2024,https://cdn.sofifa.net/flags/gb-eng.png,222104.0,144,1,0,1,1,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
Carlos Vinícius,Carlos Vinícius,Carlos Vinícius,,0,0,,,,,,Fulham,,,,,,,,7,2,5,230,0,6.28,0,1,1,0,0.9,0.3,0.1,0.9,0.7,1.3,0.6,5.6,69.2,0,0,0,0.4,0,0.6,0.1,0.3,0,0
Harrison Reed,Harrison Reed,H. Reed,https://cdn.futbin.com/content/fifa24/img/players/205990.png,175,159,"CDM,CM",1995-01-27,€7M,€63K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,6,2020-08-31,2024,https://cdn.sofifa.net/flags/gb-eng.png,205990.0,144,11,7,4,579,0,6.22,0,2,0,1,0.2,0.1,0.5,0,0.5,0.7,0.7,25.8,87,0.3,0.5,0,0.9,0.2,0.7,0.5,0.7,0.3,0
Tom Cairney,Tom Cairney,T. Cairney,https://cdn.futbin.com/content/fifa24/img/players/195202.png,186,185,"CM,CAM",1991-01-20,€3.3M,€58K,left,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,10,2015-06-26,2024,https://cdn.sofifa.net/flags/gb-sct.png,195202.0,144,10,2,8,183,0,6.21,0,0,0,0,0.3,0.3,0.3,0,0.5,0.2,0.3,13.9,87.1,0,0.6,0.1,0,0.1,0.2,0.1,0.2,0.1,0
Sasa Lukic,Sasa Lukic,Sasa Lukic,,0,0,,,,,,Fulham,,,,,,,,7,4,3,353,0,6.19,0,1,0,0,0.6,0.4,0.6,0,0.6,0.4,0.3,26.6,90.9,0,0.9,0.1,1,0.4,0.7,0.7,0.9,0.3,0
Rodrigo Muniz,Rodrigo Muniz Carvalho,Rodrigo Muniz,https://cdn.futbin.com/content/fifa24/img/players/264337.png,185,174,ST,2001-05-04,€3.2M,€30K,right,Fulham,https://cdn.sofifa.net/meta/team/11/60.png,19,2021-08-20,2026,https://cdn.sofifa.net/flags/br.png,264337.0,144,5,1,4,133,0,6.14,0,1,0,0,0.8,0,0.4,0.4,1.6,0.4,0.6,4.8,54.2,0,0,0,0,0.2,0.6,0.4,0.4,0,0
